sid,name,season,basin,start_time,end_time,n_fixes,peak_vmax_kt,min_pmin_hpa,peak_category,made_landfall,had_ri,mean_label_spread_kt,featured_slug
2007178N18089,Unnamed,2007,bay_of_bengal,2007-06-27 00:00:00,2007-06-30 06:00:00,27,41.85,988.0,CS,True,0.0,,
2007172N15088,Unnamed,2007,land,2007-06-20 18:00:00,2007-06-27 12:00:00,54,46.5,985.0,CS,True,0.0,7.941250000000002,
2007151N14072,Gonu,2007,arabian_sea,2007-06-01 03:00:00,2007-06-07 21:00:00,55,127.0,920.0,SuCS,True,1.0,11.66795454545455,
2007133N15091,Akash,2007,bay_of_bengal,2007-05-12 21:00:00,2007-05-15 00:00:00,18,60.45,976.0,SCS,True,1.0,4.477857142857145,
2006329N06150,Durian,2006,bay_of_bengal,2006-12-04 09:00:00,2006-12-08 15:00:00,35,60.0,980.0,SCS,True,0.0,,
2006300N07078,Unnamed,2006,bay_of_bengal,2006-10-28 03:00:00,2006-10-30 12:00:00,20,35.0,998.0,CS,True,0.0,10.31916666666667,
2006271N18089,Unnamed,2006,bay_of_bengal,2006-09-28 00:00:00,2006-09-30 00:00:00,17,27.900000000000002,1000.0,D,True,0.0,3.9157142857142877,
2006264N23087,Unnamed,2006,land,2006-09-21 03:00:00,2006-09-24 00:00:00,24,25.0,996.0,D,True,0.0,,
2006262N19069,Mukda,2006,arabian_sea,2006-09-19 06:00:00,2006-09-26 12:00:00,59,55.0,988.0,SCS,False,0.0,5.097499999999999,
2006247N21089,Unnamed,2006,land,2006-09-03 12:00:00,2006-09-04 21:00:00,12,25.0,992.0,D,True,0.0,,
2006241N20088,Unnamed,2006,land,2006-08-29 03:00:00,2006-09-01 06:00:00,26,25.0,990.0,D,True,0.0,,
2006228N21088,Unnamed,2006,land,2006-08-16 03:00:00,2006-08-18 09:00:00,19,25.0,988.0,D,True,0.0,,
2006224N21088,Unnamed,2006,bay_of_bengal,2006-08-12 03:00:00,2006-08-13 00:00:00,8,25.0,992.0,D,True,,,
2006214N20088,Unnamed,2006,land,2006-08-02 03:00:00,2006-08-05 09:00:00,27,30.0,986.0,DD,True,0.0,,
2006182N20088,Unnamed,2006,land,2006-07-01 09:00:00,2006-07-05 06:00:00,32,30.0,982.0,DD,True,0.0,3.965384615384615,
2006114N08090,Mala,2006,bay_of_bengal,2006-04-24 06:00:00,2006-04-29 12:00:00,43,100.0,954.0,ESCS,True,1.0,7.081470588235296,
2006012N03081,Unnamed,2006,arabian_sea,2006-01-12 09:00:00,2006-01-19 06:00:00,56,32.550000000000004,997.0,DD,False,0.0,12.655000000000001,
2005349N06090,Unnamed,2005,bay_of_bengal,2005-12-15 03:00:00,2005-12-24 00:00:00,72,30.0,1000.0,DD,False,0.0,6.899622641509437,
2005338N09093,Fanoos,2005,bay_of_bengal,2005-12-04 06:00:00,2005-12-12 15:00:00,68,51.150000000000006,984.0,SCS,True,0.0,10.380000000000004,
2005330N09096,Baaz,2005,bay_of_bengal,2005-11-26 15:00:00,2005-12-04 00:00:00,60,45.0,997.0,CS,True,0.0,4.664848484848487,
2005324N08085,Unnamed,2005,bay_of_bengal,2005-11-20 03:00:00,2005-11-22 09:00:00,19,25.0,1002.0,D,True,0.0,,
2005298N12088,Unnamed,2005,bay_of_bengal,2005-10-25 03:00:00,2005-10-29 03:00:00,32,30.0,998.0,DD,True,0.0,2.6315000000000013,
2005274N17086,Unnamed,2005,bay_of_bengal,2005-10-01 09:00:00,2005-10-03 06:00:00,16,37.2,994.0,CS,True,0.0,,
2005262N13127,Damrey,2005,land,2005-09-26 00:00:00,2005-09-27 18:00:00,15,70.0,965.0,VSCS,True,0.0,,
2005257N15120,Vicente,2005,bay_of_bengal,2005-09-17 18:00:00,2005-09-18 12:00:00,7,46.5,985.0,CS,True,,,
2005260N20091,Unnamed,2005,land,2005-09-17 03:00:00,2005-09-21 12:00:00,28,35.0,988.0,CS,True,0.0,,
2005257N20069,Unnamed,2005,arabian_sea,2005-09-14 03:00:00,2005-09-16 12:00:00,12,25.0,996.0,D,False,0.0,,
2005255N20088,Unnamed,2005,land,2005-09-12 03:00:00,2005-09-16 12:00:00,20,25.0,992.0,D,True,0.0,,
2005210N21088,Unnamed,2005,land,2005-07-29 03:00:00,2005-07-31 12:00:00,12,30.0,988.0,DD,True,0.0,,
2005179N22088,Unnamed,2005,land,2005-06-27 12:00:00,2005-07-05 12:00:00,33,25.0,990.0,D,True,0.0,,
2005172N22069,Unnamed,2005,arabian_sea,2005-06-21 03:00:00,2005-06-22 12:00:00,8,25.0,992.0,D,False,0.0,,
2005012N04090,Unnamed,2005,bay_of_bengal,2005-01-11 18:00:00,2005-01-17 12:00:00,47,35.0,997.0,CS,False,0.0,3.776956521739128,
2005007N04085,Unnamed,2005,bay_of_bengal,2005-01-07 15:00:00,2005-01-10 12:00:00,24,27.900000000000002,1000.0,D,False,0.0,,
2004332N02072,Unnamed,2004,arabian_sea,2004-11-27 00:00:00,2004-12-05 06:00:00,67,60.45,976.0,SCS,True,0.0,14.934500000000003,
2004319N10134,Muifa,2004,bay_of_bengal,2004-11-23 21:00:00,2004-11-26 00:00:00,18,51.150000000000006,984.0,SCS,False,0.0,,
2004307N09068,Unnamed,2004,arabian_sea,2004-11-01 12:00:00,2004-11-08 12:00:00,57,37.2,994.0,CS,False,0.0,5.046666666666669,
2004281N23087,Unnamed,2004,land,2004-10-07 03:00:00,2004-10-08 03:00:00,5,25.0,1004.0,D,True,0.0,,
2004276N12087,Unnamed,2004,bay_of_bengal,2004-10-02 03:00:00,2004-10-04 03:00:00,17,25.0,1002.0,D,True,0.0,,
2004274N16069,Unnamed,2004,arabian_sea,2004-09-30 06:00:00,2004-10-10 00:00:00,79,55.0,990.0,SCS,True,0.0,8.502142857142855,
2004256N23089,Unnamed,2004,land,2004-09-12 03:00:00,2004-09-15 12:00:00,16,25.0,996.0,D,True,0.0,,
2004163N15090,Unnamed,2004,bay_of_bengal,2004-06-11 03:00:00,2004-06-14 09:00:00,23,30.0,990.0,DD,True,0.0,,
2004162N18068,Unnamed,2004,arabian_sea,2004-06-10 03:00:00,2004-06-13 03:00:00,21,30.0,992.0,DD,False,0.0,,
2004136N15090,Unnamed,2004,bay_of_bengal,2004-05-15 09:00:00,2004-05-19 18:00:00,36,90.0,952.0,ESCS,True,1.0,10.159565217391302,
2004125N11074,Unnamed,2004,arabian_sea,2004-05-04 00:00:00,2004-05-10 09:00:00,52,55.0,984.0,SCS,False,0.0,9.891388888888887,
2003345N05092,Unnamed,2003,bay_of_bengal,2003-12-11 06:00:00,2003-12-16 06:00:00,41,55.0,990.0,SCS,True,0.0,4.940370370370369,
2003315N09067,Unnamed,2003,arabian_sea,2003-11-11 21:00:00,2003-11-18 06:00:00,52,55.0,990.0,SCS,False,0.0,9.251428571428574,
2003295N09101,Unnamed,2003,bay_of_bengal,2003-10-21 12:00:00,2003-10-28 12:00:00,57,32.550000000000004,997.0,DD,True,0.0,2.860000000000003,
2003279N17084,Unnamed,2003,land,2003-10-06 03:00:00,2003-10-09 12:00:00,16,25.0,998.0,D,True,0.0,,
2003240N21089,Unnamed,2003,land,2003-08-27 12:00:00,2003-08-28 12:00:00,5,25.0,996.0,D,True,0.0,,
2003206N21089,Unnamed,2003,land,2003-07-25 03:00:00,2003-07-28 03:00:00,13,30.0,988.0,DD,True,0.0,,
2003129N05091,Unnamed,2003,bay_of_bengal,2003-05-08 15:00:00,2003-05-19 18:00:00,90,75.0,980.0,VSCS,True,0.0,6.6134615384615385,
2002355N04077,Unnamed,2002,bay_of_bengal,2002-12-21 03:00:00,2002-12-25 18:00:00,38,35.0,1000.0,CS,False,0.0,2.5950000000000006,
2002327N10089,Unnamed,2002,bay_of_bengal,2002-11-22 18:00:00,2002-11-28 12:00:00,47,35.0,1000.0,CS,False,0.0,4.414,
2002314N12083,Unnamed,2002,bay_of_bengal,2002-11-09 18:00:00,2002-11-12 12:00:00,23,55.0,990.0,SCS,True,0.0,6.038888888888887,
2002295N14082,Unnamed,2002,bay_of_bengal,2002-10-22 09:00:00,2002-10-23 18:00:00,12,25.0,1002.0,D,False,0.0,,
2002129N08096,Unnamed,2002,bay_of_bengal,2002-05-09 06:00:00,2002-05-12 09:00:00,26,32.550000000000004,997.0,DD,True,0.0,10.033333333333335,
2002126N09068,Unnamed,2002,arabian_sea,2002-05-05 18:00:00,2002-05-10 18:00:00,41,35.34,994.0,CS,True,0.0,6.177941176470591,
2001361N01106,Vamei,2001,bay_of_bengal,2001-12-26 12:00:00,2002-01-01 06:00:00,47,60.45,976.0,SCS,True,0.0,,
2001313N12084,Unnamed,2001,bay_of_bengal,2001-11-09 00:00:00,2001-11-12 06:00:00,27,27.900000000000002,1000.0,D,False,0.0,2.900000000000002,
2001288N13084,Unnamed,2001,bay_of_bengal,2001-10-14 12:00:00,2001-10-16 18:00:00,19,35.0,998.0,CS,True,0.0,,
2001281N18071,Unnamed,2001,arabian_sea,2001-10-08 06:00:00,2001-10-13 06:00:00,40,35.0,998.0,CS,False,0.0,4.334615384615383,
2001267N17070,Unnamed,2001,arabian_sea,2001-09-24 00:00:00,2001-09-28 12:00:00,37,35.0,1000.0,CS,False,0.0,4.04310344827586,
2001163N20087,Unnamed,2001,bay_of_bengal,2001-06-12 03:00:00,2001-06-13 09:00:00,7,25.0,990.0,D,True,0.0,,
2001141N14068,Unnamed,2001,arabian_sea,2001-05-21 06:00:00,2001-05-29 12:00:00,67,115.0,932.0,ESCS,True,1.0,7.372786885245901,
2000358N08086,Unnamed,2000,bay_of_bengal,2000-12-23 03:00:00,2000-12-28 12:00:00,44,90.0,970.0,ESCS,True,1.0,9.871162790697673,
2000331N09092,Unnamed,2000,arabian_sea,2000-11-26 03:00:00,2000-12-06 00:00:00,80,102.0,958.0,ESCS,True,1.0,10.884545454545455,
2000299N13093,Unnamed,2000,bay_of_bengal,2000-10-25 09:00:00,2000-10-29 00:00:00,30,35.0,998.0,CS,True,0.0,2.857619047619047,
2000289N15089,Unnamed,2000,bay_of_bengal,2000-10-14 18:00:00,2000-10-19 06:00:00,37,35.0,996.0,CS,False,0.0,3.5232258064516127,
2000236N17084,Unnamed,2000,bay_of_bengal,2000-08-23 03:00:00,2000-08-24 00:00:00,8,25.0,994.0,D,True,,,
2000088N08090,Unnamed,2000,bay_of_bengal,2000-03-27 12:00:00,2000-03-30 12:00:00,25,45.0,998.0,CS,False,0.0,,
1999342N10089,Unnamed,1999,bay_of_bengal,1999-12-08 06:00:00,1999-12-10 09:00:00,19,25.0,998.0,D,False,0.0,,
1999334N11118,Unnamed,1999,bay_of_bengal,1999-12-01 12:00:00,1999-12-05 06:00:00,31,27.900000000000002,,D,True,0.0,,
1999298N12099,Unnamed,1999,bay_of_bengal,1999-10-25 00:00:00,1999-11-02 09:00:00,68,140.0,912.0,SuCS,True,1.0,10.444242424242423,
1999288N15093,Unnamed,1999,bay_of_bengal,1999-10-15 00:00:00,1999-10-18 12:00:00,29,90.0,968.0,ESCS,True,1.0,18.436818181818186,
1999219N21089,Unnamed,1999,land,1999-08-06 12:00:00,1999-08-09 00:00:00,21,20.0,992.0,D,True,0.0,,
1999208N21089,Unnamed,1999,land,1999-07-27 03:00:00,1999-07-28 00:00:00,8,25.0,990.0,D,True,,,
1999168N19086,Unnamed,1999,bay_of_bengal,1999-06-17 03:00:00,1999-06-17 18:00:00,6,30.0,986.0,DD,True,,,
1999159N18091,Unnamed,1999,bay_of_bengal,1999-06-08 06:00:00,1999-06-11 18:00:00,29,32.550000000000004,,DD,True,0.0,,
1999135N12073,Unnamed,1999,arabian_sea,1999-05-15 00:00:00,1999-05-21 18:00:00,55,105.0,946.0,ESCS,True,1.0,6.7174193548387064,
1999031N08092,Unnamed,1999,bay_of_bengal,1999-01-30 12:00:00,1999-02-04 18:00:00,43,50.0,998.0,SCS,False,0.0,5.6944444444444455,
1998346N10072,Unnamed,1998,arabian_sea,1998-12-11 18:00:00,1998-12-17 18:00:00,49,55.0,993.0,SCS,True,0.0,6.932647058823532,
1998343N08114,Gil,1998,bay_of_bengal,1998-12-09 12:00:00,1998-12-13 00:00:00,29,40.0,992.0,CS,True,0.0,,
1998320N10102,Unnamed,1998,bay_of_bengal,1998-11-16 00:00:00,1998-11-23 00:00:00,57,65.0,984.0,VSCS,True,0.0,5.050000000000002,
1998317N11087,Unnamed,1998,bay_of_bengal,1998-11-13 00:00:00,1998-11-16 00:00:00,25,79.05,982.0,VSCS,True,1.0,11.405833333333339,
1998299N11090,Unnamed,1998,bay_of_bengal,1998-10-26 09:00:00,1998-10-29 09:00:00,25,30.0,1002.0,DD,False,0.0,,
1998287N16083,Unnamed,1998,bay_of_bengal,1998-10-13 12:00:00,1998-10-14 12:00:00,9,30.0,998.0,DD,False,0.0,,
1998285N14068,Unnamed,1998,arabian_sea,1998-10-11 12:00:00,1998-10-18 00:00:00,53,35.0,994.0,CS,True,0.0,3.482941176470587,
1998280N14069,Unnamed,1998,arabian_sea,1998-10-06 12:00:00,1998-10-09 12:00:00,25,30.0,998.0,DD,False,0.0,,
1998272N18068,Unnamed,1998,arabian_sea,1998-09-28 18:00:00,1998-10-01 00:00:00,19,32.550000000000004,,DD,False,0.0,,
1998165N18088,Unnamed,1998,bay_of_bengal,1998-06-13 15:00:00,1998-06-14 12:00:00,8,30.0,992.0,DD,True,,,
1998152N11075,Unnamed,1998,arabian_sea,1998-06-01 06:00:00,1998-06-09 12:00:00,67,90.0,958.0,ESCS,True,1.0,8.644857142857147,
1998147N11061,Unnamed,1998,arabian_sea,1998-05-27 06:00:00,1998-05-29 00:00:00,15,32.550000000000004,,DD,False,0.0,,
1998133N04086,Unnamed,1998,bay_of_bengal,1998-05-13 03:00:00,1998-05-20 18:00:00,62,60.45,972.0,SCS,True,0.0,3.794761904761905,
1997308N08069,Unnamed,1997,arabian_sea,1997-11-06 21:00:00,1997-11-10 06:00:00,28,32.550000000000004,,DD,True,0.0,,
1997307N08082,Unnamed,1997,arabian_sea,1997-11-05 03:00:00,1997-11-14 00:00:00,72,37.2,1005.0,CS,True,0.0,17.28227272727273,
1997298N06140,Linda,1997,bay_of_bengal,1997-11-01 15:00:00,1997-11-09 12:00:00,64,60.45,985.0,SCS,True,0.0,12.2446511627907,
1997263N14084,Unnamed,1997,bay_of_bengal,1997-09-20 21:00:00,1997-09-27 18:00:00,56,60.45,984.0,SCS,True,0.0,5.64,
1997240N20087,Unnamed,1997,bay_of_bengal,1997-08-28 03:00:00,1997-08-28 06:00:00,2,25.0,994.0,D,False,,,
1997232N20088,Unnamed,1997,bay_of_bengal,1997-08-20 03:00:00,1997-08-20 06:00:00,2,30.0,990.0,DD,False,,,
1997216N20091,Unnamed,1997,bay_of_bengal,1997-08-04 06:00:00,1997-08-05 03:00:00,8,30.0,986.0,DD,True,,,
1997210N21089,Unnamed,1997,bay_of_bengal,1997-07-29 03:00:00,1997-07-30 06:00:00,10,30.0,1002.0,DD,False,0.0,,
1997177N21090,Unnamed,1997,bay_of_bengal,1997-06-26 03:00:00,1997-06-27 00:00:00,8,30.0,985.0,DD,True,,,
1997133N03092,Unnamed,1997,bay_of_bengal,1997-05-13 21:00:00,1997-05-20 06:00:00,52,95.79,964.0,ESCS,True,1.0,19.028000000000002,
1996332N09092,Unnamed,1996,bay_of_bengal,1996-11-26 12:00:00,1996-12-07 09:00:00,88,65.0,984.0,VSCS,True,1.0,11.646470588235296,
1996312N14125,Ernie,1996,bay_of_bengal,1996-11-15 12:00:00,1996-11-18 06:00:00,23,32.550000000000004,1008.0,DD,True,0.0,,
1996306N15097,Unnamed,1996,bay_of_bengal,1996-11-02 21:00:00,1996-11-07 18:00:00,41,91.14,988.0,ESCS,True,1.0,33.847894736842115,
1996299N11121,Unnamed,1996,bay_of_bengal,1996-10-27 09:00:00,1996-10-31 15:00:00,34,27.900000000000002,,D,True,0.0,,
1996296N09093,Unnamed,1996,bay_of_bengal,1996-10-21 18:00:00,1996-10-29 06:00:00,61,41.85,998.0,CS,True,0.0,12.956428571428573,
1996288N09092,Unnamed,1996,arabian_sea,1996-10-16 03:00:00,1996-11-02 06:00:00,119,60.0,994.0,SCS,True,1.0,8.372857142857143,
1996275N15082,Unnamed,1996,bay_of_bengal,1996-10-01 03:00:00,1996-10-01 18:00:00,6,25.0,1000.0,D,True,,,
1996167N16072,Unnamed,1996,land,1996-06-15 21:00:00,1996-06-24 09:00:00,69,60.0,972.0,SCS,True,1.0,5.517857142857145,
1996163N08088,Unnamed,1996,bay_of_bengal,1996-06-11 03:00:00,1996-06-18 18:00:00,62,45.0,992.0,CS,True,0.0,7.932666666666667,
1996161N17063,Unnamed,1996,arabian_sea,1996-06-09 15:00:00,1996-06-12 09:00:00,23,37.2,,CS,True,0.0,,
1996122N08092,Unnamed,1996,bay_of_bengal,1996-05-01 06:00:00,1996-05-08 18:00:00,61,35.34,1000.0,CS,True,0.0,7.247500000000002,
1995323N05097,Unnamed,1995,bay_of_bengal,1995-11-18 18:00:00,1995-11-25 18:00:00,57,102.0,956.0,ESCS,True,1.0,4.258064516129033,
1995310N09096,Unnamed,1995,bay_of_bengal,1995-11-05 21:00:00,1995-11-10 09:00:00,37,77.0,978.0,VSCS,True,1.0,5.698235294117651,
1995292N08150,Yvette,1995,land,1995-10-26 00:00:00,1995-10-27 18:00:00,15,58.59,985.0,SCS,True,0.0,,
1995284N17074,Unnamed,1995,arabian_sea,1995-10-11 00:00:00,1995-10-18 12:00:00,61,45.0,996.0,CS,True,0.0,6.163658536585367,
1995269N21088,Unnamed,1995,bay_of_bengal,1995-09-26 03:00:00,1995-09-26 03:00:00,1,25.0,1000.0,D,False,,,
1995255N14104,Unnamed,1995,bay_of_bengal,1995-09-13 03:00:00,1995-09-18 09:00:00,43,39.99,998.0,CS,True,0.0,6.216250000000002,
1995233N16115,Lois,1995,land,1995-08-28 03:00:00,1995-08-31 00:00:00,24,60.45,980.0,SCS,True,0.0,,
1995135N20087,Unnamed,1995,bay_of_bengal,1995-05-14 18:00:00,1995-05-16 03:00:00,12,30.0,996.0,DD,True,0.0,,
1995128N15082,Unnamed,1995,bay_of_bengal,1995-05-08 09:00:00,1995-05-09 12:00:00,10,30.0,996.0,DD,False,0.0,,
1995126N11081,Unnamed,1995,bay_of_bengal,1995-05-05 21:00:00,1995-05-06 09:00:00,5,30.0,996.0,DD,False,,,
1994317N07070,Unnamed,1994,arabian_sea,1994-11-14 03:00:00,1994-11-20 03:00:00,49,65.0,984.0,VSCS,True,0.0,4.426666666666667,
1994302N11086,Unnamed,1994,bay_of_bengal,1994-10-28 15:00:00,1994-10-31 15:00:00,25,60.0,988.0,SCS,True,1.0,11.6955,
1994206N22107,Amy,1994,bay_of_bengal,1994-07-27 21:00:00,1994-07-31 03:00:00,27,45.0,985.0,CS,True,0.0,,
1994157N17074,Unnamed,1994,arabian_sea,1994-06-05 12:00:00,1994-06-09 18:00:00,35,55.0,980.0,SCS,True,0.0,5.3951515151515155,
1994117N07096,Unnamed,1994,bay_of_bengal,1994-04-27 09:00:00,1994-05-03 12:00:00,51,115.0,940.0,ESCS,True,1.0,6.340344827586208,
1994078N06096,Unnamed,1994,bay_of_bengal,1994-03-19 21:00:00,1994-03-25 12:00:00,46,37.2,,CS,False,0.0,,
1993353N09084,Unnamed,1993,bay_of_bengal,1993-12-19 00:00:00,1993-12-20 12:00:00,13,30.0,1006.0,DD,False,0.0,,
1993336N05164,Manny,1993,bay_of_bengal,1993-12-14 03:00:00,1993-12-16 06:00:00,18,32.550000000000004,998.0,DD,True,0.0,,
1993331N07108,Unnamed,1993,bay_of_bengal,1993-11-27 00:00:00,1993-12-05 18:00:00,71,90.0,968.0,ESCS,True,1.0,6.550000000000001,
1993316N11070,Unnamed,1993,arabian_sea,1993-11-12 00:00:00,1993-11-16 00:00:00,33,65.0,986.0,VSCS,False,0.0,10.90826086956522,
1993312N06079,Unnamed,1993,bay_of_bengal,1993-11-08 03:00:00,1993-11-10 00:00:00,16,25.0,998.0,D,True,0.0,,
1992354N03075,Unnamed,1992,arabian_sea,1992-12-18 12:00:00,1992-12-24 15:00:00,50,46.5,,CS,True,0.0,,
1992335N03077,Unnamed,1992,arabian_sea,1992-11-29 15:00:00,1992-12-04 00:00:00,36,46.5,,CS,False,0.0,,
1992314N08141,Forrest,1992,bay_of_bengal,1992-11-13 09:00:00,1992-11-22 00:00:00,70,102.0,952.0,ESCS,True,1.0,12.948222222222224,
1992311N06107,Unnamed,1992,bay_of_bengal,1992-11-07 09:00:00,1992-11-17 18:00:00,73,55.0,994.0,SCS,True,0.0,8.791428571428574,
1992306N12093,Unnamed,1992,bay_of_bengal,1992-10-31 12:00:00,1992-11-08 00:00:00,61,45.0,996.0,CS,False,0.0,4.500322580645163,
1992288N10089,Unnamed,1992,bay_of_bengal,1992-10-18 15:00:00,1992-10-22 00:00:00,28,35.0,996.0,CS,True,0.0,4.993846153846153,
1992279N10097,Unnamed,1992,bay_of_bengal,1992-10-05 03:00:00,1992-10-09 12:00:00,36,41.85,,CS,True,0.0,,
1992273N12077,Unnamed,1992,arabian_sea,1992-09-29 21:00:00,1992-10-04 12:00:00,38,45.0,996.0,CS,True,0.0,6.875238095238098,
1992265N18099,Unnamed,1992,bay_of_bengal,1992-09-21 00:00:00,1992-09-25 00:00:00,33,27.900000000000002,,D,True,0.0,,
1992207N18090,Unnamed,1992,bay_of_bengal,1992-07-24 18:00:00,1992-07-28 00:00:00,27,37.2,,CS,True,0.0,,
1992198N13135,Gary,1992,land,1992-07-22 21:00:00,1992-07-24 00:00:00,10,53.940000000000005,990.0,SCS,True,0.0,,
1992188N07156,Eli,1992,bay_of_bengal,1992-07-13 03:00:00,1992-07-14 00:00:00,8,58.59,990.0,SCS,True,,,
1992167N12088,Unnamed,1992,bay_of_bengal,1992-06-14 12:00:00,1992-06-18 12:00:00,33,41.85,,CS,True,0.0,,
1992155N10070,Unnamed,1992,arabian_sea,1992-06-03 06:00:00,1992-06-12 12:00:00,75,45.0,994.0,CS,False,0.0,6.050645161290325,
1992136N10090,Unnamed,1992,bay_of_bengal,1992-05-15 00:00:00,1992-05-20 00:00:00,41,49.29,992.0,SCS,True,0.0,11.56888888888889,
1991313N10095,Unnamed,1991,bay_of_bengal,1991-11-10 09:00:00,1991-11-16 03:00:00,47,45.0,998.0,CS,True,0.0,4.687714285714285,
1991301N10083,Unnamed,1991,land,1991-10-28 06:00:00,1991-10-30 18:00:00,21,25.0,998.0,D,True,0.0,,
1991285N15090,Unnamed,1991,bay_of_bengal,1991-10-12 12:00:00,1991-10-14 06:00:00,15,25.0,998.0,D,True,0.0,,
1991264N15084,Unnamed,1991,land,1991-09-21 06:00:00,1991-09-22 18:00:00,13,25.0,1000.0,D,True,0.0,,
1991234N20089,Unnamed,1991,land,1991-08-22 00:00:00,1991-08-26 18:00:00,39,25.0,992.0,D,True,0.0,,
1991208N20090,Unnamed,1991,land,1991-07-27 06:00:00,1991-08-01 00:00:00,39,30.0,984.0,DD,True,0.0,,
1991150N14091,Unnamed,1991,bay_of_bengal,1991-05-30 00:00:00,1991-06-03 00:00:00,33,45.0,990.0,CS,True,0.0,6.4205263157894725,
1991113N10091,Unnamed,1991,bay_of_bengal,1991-04-22 18:00:00,1991-04-30 18:00:00,65,127.0,918.0,SuCS,True,1.0,10.346808510638297,
1991015N02087,Unnamed,1991,arabian_sea,1991-01-14 18:00:00,1991-01-20 06:00:00,45,32.550000000000004,,DD,False,0.0,,
1990348N04087,Unnamed,1990,bay_of_bengal,1990-12-14 00:00:00,1990-12-19 00:00:00,41,55.0,,SCS,True,0.0,5.995675675675675,
1990320N15076,Unnamed,1990,arabian_sea,1990-11-16 00:00:00,1990-11-18 06:00:00,19,33.0,1007.0,DD,True,0.0,,
1990318N14082,Unnamed,1990,bay_of_bengal,1990-11-14 00:00:00,1990-11-15 00:00:00,9,27.0,1008.0,D,True,0.0,,
1990304N08092,Unnamed,1990,bay_of_bengal,1990-10-30 18:00:00,1990-11-04 12:00:00,39,33.0,1001.0,DD,True,0.0,4.871935483870967,
1990280N18091,Unnamed,1990,bay_of_bengal,1990-10-06 12:00:00,1990-10-08 18:00:00,19,33.0,998.0,DD,True,0.0,,
1990272N11121,Ira,1990,land,1990-10-03 00:00:00,1990-10-05 12:00:00,21,35.0,996.0,CS,True,0.0,,
1990246N23089,Unnamed,1990,land,1990-09-03 00:00:00,1990-09-05 00:00:00,17,27.0,995.0,D,True,0.0,,
1990232N22089,Unnamed,1990,land,1990-08-20 00:00:00,1990-08-24 18:00:00,39,27.0,986.0,D,True,0.0,,
1990226N19088,Unnamed,1990,land,1990-08-14 06:00:00,1990-08-17 06:00:00,25,27.0,993.0,D,True,0.0,,
1990164N21089,Unnamed,1990,land,1990-06-13 06:00:00,1990-06-15 12:00:00,19,33.0,990.0,DD,True,0.0,,
1990124N09088,Unnamed,1990,bay_of_bengal,1990-05-03 12:00:00,1990-05-11 06:00:00,63,127.0,920.0,SuCS,True,1.0,13.010943396226414,
1990108N09087,Unnamed,1990,bay_of_bengal,1990-04-17 12:00:00,1990-04-18 12:00:00,9,23.25,,D,False,0.0,,
